2021,Toyota,Corolla,LE CVT,17140,JTDEPMAE6MJ188168,22400,N/A,N/A,1,4.1
2020,Toyota,Corolla,LE CVT,69979,5YFEPRAE7LP110988,17650,N/A,$20800,1,4.1
2021,Toyota,Corolla,LE CVT,40828,JTDEPMAE6MJ123725,19400,20400,N/A,2,3.1
2021,Toyota,Corolla,LE CVT,30710,5YFEPMAE3MP170495,20300,N/A,$21750,2,3.3
2020,Toyota,Corolla,LE CVT,34981,5YFEPRAE3LP131983,21200,20400,$20700,1,4.3
2015,Toyota,Corolla,4dr Sdn CVT LE,18845,2T1BURHE7FC457842,19750,N/A,$19800,1,4.8
2021,Toyota,Corolla,SE CVT,51920,JTDS4MCE5MJ056320,21400,N/A,N/A,1,4.2
2020,Toyota,Corolla,LE CVT,60981,JTDEPRAE4LJ081387,18200,18100,N/A,2,3.9
2021,Toyota,Corolla,LE CVT,35839,5YFEPMAE7MP231170,20500,N/A,N/A,1,3.8
2014,Toyota,Corolla,4dr Sdn CVT S Plus,151807,2T1BURHE7EC212067,8650,N/A,$10800,2,3.9
2021,Toyota,Corolla,LE CVT,43317,5YFEPMAE9MP149702,20800,21500,$21800,1,4.6
2018,Toyota,Corolla,SE CVT,47946,5YFBURHE6JP771488,19400,18800,$19000,3,4.1
2020,Toyota,Corolla,LE CVT,49154,5YFEPRAE5LP083421,19100,18900,$19400,2,3.8
2021,Toyota,Corolla,LE CVT,35018,5YFEPMAE9MP234149,20600,N/A,N/A,1,3.8
2022,Toyota,Corolla,SE CVT,18088,JTDS4MCE9N3502376,24700,N/A,N/A,1,4.3
2021,Toyota,Corolla,SE CVT,38760,5YFS4MCE7MP060705,22800,23000,$23700,2,4.9
2019,Toyota,Corolla,LE CVT,64187,2T1BURHE7KC208676,16900,N/A,N/A,2,4.3
2021,Toyota,Corolla,LE CVT,24926,JTDEPMAE3MJ181906,21000,N/A,N/A,1,3.6
2014,Toyota,Corolla,4dr Sdn CVT S Plus,157866,2T1BURHEXEC011957,8100,N/A,$10700,2,3.7
2022,Toyota,Corolla,LE CVT,19210,5YFEPMAE6NP306801,22600,N/A,N/A,1,4.3
2022,Toyota,Corolla,SE CVT,15614,JTDS4MCEXN3502161,25300,N/A,N/A,1,4.9
2020,Toyota,Corolla,LE CVT,39483,JTDEPRAE3LJ107669,21000,N/A,N/A,2,4.6
2018,Toyota,Corolla,SE CVT,47946,5YFBURHE6JP771488,19400,N/A,N/A,3,4.1
2020,Toyota,Corolla,LE CVT,93336,5YFEPRAE7LP117911,14900,N/A,N/A,1,3.5
2021,Toyota,Corolla,LE CVT,21281,5YFEPMAE7MP202140,20900,20500,$20900,1,3.2
2021,Toyota,Corolla,LE CVT,81092,5YFEPMAE2MP236177,16750,N/A,N/A,1,3.3
2021,Toyota,Corolla,LE CVT,35018,5YFEPMAE9MP234149,20600,21300,$21500,1,3.8
2021,Toyota,Corolla,LE CVT,81092,5YFEPMAE2MP236177,16750,18100,$18400,1,3.3
2022,Toyota,Corolla,LE CVT,17878,JTDEPMAEXN3004243,21400,N/A,N/A,1,3.5
2022,Toyota,Corolla,LE CVT,21319,JTDEPMAE0NJ190600,22500,N/A,N/A,1,4.4
2020,Toyota,Corolla,SE CVT,51581,5YFS4RCE3LP056226,19650,20000,$20300,2,2.9
2016,Toyota,Corolla,4dr Sdn CVT LE,79479,5YFBURHE8GP526331,14350,N/A,$14958,3,4.1
2020,Toyota,Corolla,LE CVT,32732,JTDEPRAE9LJ090862,20800,N/A,N/A,1,3.9
2021,Toyota,Corolla,LE CVT,75860,JTDEPMAE1MJ134874,18000,N/A,$19700,1,4.1
2020,Toyota,Corolla,LE CVT,17320,JTDEPRAE6LJ048858,19550,19900,$20900,1,2.5
2019,Toyota,Corolla,LE CVT,81996,5YFBURHE8KP935986,13950,N/A,N/A,2,2.9
2021,Toyota,Corolla,SE CVT,30747,5YFS4MCE0MP067964,22400,N/A,$25500,1,3.7
2021,Toyota,Corolla,LE CVT,32409,5YFEPMAE5MP164021,20400,N/A,$23200,1,3.5
2020,Toyota,Corolla,LE CVT,93336,5YFEPRAE7LP117911,14900,15800,$16100,1,3.5
2021,Toyota,Corolla,LE CVT,37480,5YFEPMAE8MP216628,20100,N/A,N/A,1,3.6
2019,Toyota,Corolla,LE CVT,51202,2T1BURHE1KC195424,12600,N/A,N/A,1,1.5
2020,Toyota,Corolla,XSE CVT,22853,5YFT4RCE3LP017298,23900,N/A,N/A,2,3.6
2018,Toyota,Corolla,LE CVT,103176,5YFBURHE8JP772822,11200,12300,$12999,2,2.6
2018,Toyota,Corolla,LE CVT,138240,2T1BURHE3JC990327,8725,8500,$10000,7,2.6
2018,Toyota,Corolla,LE CVT,52638,5YFBURHE7JP812159,12300,N/A,$14500,4,1.8
2020,Toyota,Corolla,LE CVT,65523,5YFEPRAE2LP099463,13050,15900,N/A,2,1.7
2022,Toyota,Corolla,LE CVT,23092,5YFEPMAE2NP291701,18800,N/A,$23200,1,2.6
2011,Toyota,Corolla,4dr Sdn Auto S,199392,2T1BU4EE0BC714969,5250,N/A,$8400,1,2.7
2013,Toyota,Corolla,4dr Sdn Auto LE,189395,5YFBU4EE1DP162515,3475,N/A,$8500,3,2.9
2021,Toyota,Corolla,LE CVT,41065,5YFEPMAE8MP192590,20500,N/A,N/A,1,N/A
2020,Toyota,Corolla,SE CVT,51218,JTDS4RCE8LJ023260,20800,N/A,$12599,3,N/A
2021,Toyota,Corolla,LE CVT,34645,5YFEPMAE7MP264606,21000,20650,$20850,1,N/A
2020,Toyota,Corolla,LE CVT,28126,5YFEPRAE1LP092536,15850,N/A,N/A,1,1.8
2008,Toyota,Corolla,CE,83992,1NXBR32E48Z988263,7475,N/A,$7200,5,2.8
2009,Toyota,Corolla,,172317,1NXBU40E59Z073270,3600,N/A,$6999,2,2.6
2020,Toyota,Corolla,LE CVT,115596,JTDEPRAE2LJ036545,13000,N/A,N/A,1,N/A
2020,Toyota,Corolla,LE CVT,47790,JTDEPRAE0LJ099482,17900,N/A,$18250,1,2.8
2019,Toyota,Corolla,LE CVT,93298,2T1BURHE6KC143772,12700,12900,$13600,2,2.7
2020,Toyota,Corolla,LE CVT,80916,5YFEPRAE1LP023183,15150,14500,$16000,1,2.8
2020,Toyota,Corolla,LE CVT,74684,5YFEPRAE5LP031092,14650,N/A,N/A,1,2.3
2021,Toyota,Corolla,LE CVT,45568,5YFEPMAE6MP221701,20100,N/A,N/A,1,N/A
2021,Toyota,Corolla,LE CVT,41060,5YFEPMAE5MP198539,20500,N/A,N/A,1,N/A
2020,Toyota,Corolla,SE CVT,113186,JTDS4RCE3LJ004678,13650,N/A,$15500,2,2.7
2020,Toyota,Corolla,LE CVT,82701,JTDEPRAE4LJ092826,15900,N/A,N/A,1,N/A
2022,Toyota,Corolla,LE CVT,28039,JTDEPMAE6N3009875,19800,N/A,N/A,1,2.9
2021,Toyota,Corolla,LE CVT,37461,5YFEPMAE1MP239202,20700,N/A,N/A,1,N/A
2021,Toyota,Corolla,LE CVT,49004,5YFEPMAE3MP223146,19900,N/A,N/A,1,N/A
2019,Toyota,Corolla,SE CVT,47593,5YFBURHE5KP948422,18500,N/A,$13699,1,N/A
2018,Toyota,Corolla,LE CVT,64331,2T1BURHE5JC987459,14500,N/A,N/A,2,2.9
2022,Toyota,Corolla,LE CVT,30578,JTDEPMAE4N3007994,19200,22700,$24000,1,2.8
2021,Toyota,Corolla,LE CVT,45571,5YFEPMAE4MP233409,16450,19500,$19800,1,2.1
2012,Toyota,Corolla,4dr Sdn Auto LE,103984,2T1BU4EE4CC910026,7975,N/A,N/A,5,2.6
2019,Mercedes-Benz,C-Class,N/A,58270,55SWF8DB8KU307146,27000,N/A,$27500,1,4.4
2016,Mercedes-Benz,C-Class,N/A,203552,55SWF4JB7GU098762,8000,N/A,$12500,2,3.7
2014,Mercedes-Benz,C-Class,N/A,97265,WDDGJ4HB1EG174883,8875,12991,$12991,2,3.7
2018,Mercedes-Benz,C-Class,N/A,130684,WDDWF4KB1JR312149,14900,15900,$16200,2,4.3
2018,Mercedes-Benz,C-Class,N/A,26859,WDDWJ6EB3JF753773,38200,N/A,$38500,2,3.6
2020,Mercedes-Benz,C-Class,N/A,55513,55SWF8DB3LU330528,27700,N/A,N/A,2,3.5
2016,Mercedes-Benz,C-Class,N/A,165998,55SWF4KB9GU162539,9075,N/A,$12500,1,3.4
2018,Mercedes-Benz,C-Class,N/A,75316,55SWF4JB7JU282087,20100,21000,$21900,2,4.4
2017,Mercedes-Benz,C-Class,N/A,68739,55SWF4JB8HU213869,18450,N/A,N/A,1,3.3
2018,Mercedes-Benz,C-Class,N/A,18845,55SWF4JBXJU268362,28200,N/A,$26500,2,3.9
2015,Mercedes-Benz,C-Class,N/A,70898,55SWF4KB2FU023741,16500,N/A,$17700,2,3.5
2017,Mercedes-Benz,C-Class,N/A,33837,WDDWK4KB6HF514363,37900,N/A,$38500,1,4.5
2021,Mercedes-Benz,C-Class,N/A,23652,W1KWF8EB4MR649745,34900,N/A,N/A,1,4.6
2021,Mercedes-Benz,C-Class,N/A,23652,W1KWF8EB4MR649745,34900,38600,$38800,1,4.6
2019,Mercedes-Benz,C-Class,N/A,29804,55SWF8DB3KU294855,30800,32200,$33000,1,4.3
2019,Mercedes-Benz,C-Class,N/A,41523,55SWF8DB3KU287758,29600,N/A,$31400,1,4.6
2015,Mercedes-Benz,C-Class,N/A,62341,55SWF4KB9FU031822,17600,N/A,$18700,2,3.7
2014,Mercedes-Benz,C-Class,N/A,74603,WDDGF4HB0ER305839,9575,11000,$11500,5,2.8
2020,Mercedes-Benz,C-Class,N/A,34037,W1KWF8EB0LR566604,32200,N/A,$34500,1,3.0
2018,Mercedes-Benz,C-Class,N/A,51125,WDDWJ6EB4JF680171,35100,N/A,$38000,3,4.2
2018,Mercedes-Benz,C-Class,N/A,50039,WDDWF4JB5JR323804,24200,24000,$24300,2,4.6
2008,Mercedes-Benz,C-Class,N/A,93799,WDDGF54X08R032333,5875,9500,$10000,1,4.6
2019,Mercedes-Benz,C-Class,N/A,34863,55SWF8DB1KU313516,23700,N/A,N/A,3,1.6
2013,Mercedes-Benz,C-Class,N/A,78695,WDDGF4HBXDR286179,9300,N/A,$9500,4,3.1
2013,Mercedes-Benz,C-Class,N/A,95915,WDDGF8AB3DR265787,8550,9500,$10900,5,N/A
2021,Toyota,Corolla,LE CVT,33458,5YFEPMAE8MP223708,21000,22500,$22800,1,4.0
2021,Toyota,Corolla,LE CVT,46878,5YFEPMAE8MP232618,20000,20500,$20800,1,4.0
2021,Toyota,Corolla,LE CVT,30702,5YFEPMAE6MP233881,21300,22700,$23000,1,4.0
2021,Toyota,Corolla,LE CVT,64473,5YFEPMAE5MP216960,18100,19700,$20000,1,3.5
2021,Toyota,Corolla,LE CVT,43122,5YFEPMAE1MP246716,20800,21100,$21400,1,4.5
2020,Toyota,Corolla,LE CVT,41315,JTDEPRAE4LJ098013,20900,20300,$20800,1,4.8
2021,Toyota,Corolla,LE CVT,52958,5YFEPMAE5MP208003,20000,20600,$20900,1,4.4
2021,Toyota,Corolla,LE CVT,41005,5YFEPMAE6MP223903,20600,21100,$21400,2,4.1
2021,Toyota,Corolla,LE CVT,51270,5YFEPMAE1MP240222,19950,21300,$21600,1,4.2
2021,Toyota,Corolla,LE CVT,66250,5YFEPMAE1MP221279,17950,19600,$19900,1,3.5
2021,Toyota,Corolla,LE CVT,58292,5YFEPMAE6MP197318,18750,20100,$20400,1,3.7
2021,Toyota,Corolla,LE CVT,29362,5YFEPMAE8MP262010,21000,N/A,$19700,1,3.8
2021,Toyota,Corolla,LE CVT,50210,5YFEPMAE2MP251343,20200,21000,$21300,1,4.5
2020,Toyota,Corolla,LE CVT,66187,5YFEPRAE6LP115325,17350,18600,$18900,1,3.6
2021,Toyota,Corolla,LE CVT,40958,5YFEPMAE0MP218020,20000,20800,$21100,1,3.7
2021,Toyota,Corolla,LE CVT,52920,5YFEPMAE4MP236066,19300,20000,$20300,1,3.8
2020,Toyota,Corolla,LE CVT,63053,5YFEPRAE8LP104052,18550,18900,$19200,1,4.3
2020,Toyota,Corolla,SE Manual,22560,JTDM4RCE0LJ012911,23200,20600,N/A,2,3.6
2021,Toyota,Corolla,APEX SE CVT,11612,5YFS4MCE0MP076924,25100,27800,N/A,1,N/A
2021,Toyota,Corolla,LE CVT,37593,5YFEPMAE9MP249007,20200,21200,$21500,1,3.7
2022,Toyota,Corolla,LE CVT,36668,5YFEPMAE3NP292386,19900,22100,$22400,1,3.3
2022,Toyota,Corolla,LE CVT,35589,5YFEPMAE8NP275955,20800,21900,$22200,1,3.8
2009,Toyota,Corolla,LE,115503,2T1BU40E89C146388,Not Available,N/A,$8700,1,3.8
2015,Toyota,Corolla,4dr Sdn Auto L,55898,2T1BURHE6FC349096,9875,9400,N/A,2,1.3
2020,Toyota,Corolla,LE CVT,46324,5YFEPRAE4LP105537,18000,20000,$20300,1,2.8
2018,Toyota,Corolla,LE CVT,79755,5YFBURHEXJP745850,10300,7400,N/A,2,1.3
2011,Toyota,Corolla,4dr Sdn Auto S,113000,2T1BU4EE3BC709152,7325,N/A,$13510,4,N/A
2013,Toyota,Corolla,4dr Sdn Auto LE,71830,2T1BU4EE8DC039889,10400,9900,N/A,1,2.8
2008,Toyota,Corolla,CE,113405,1NXBR32E48Z941041,Not Available,8500,$8900,3,N/A
2013,Toyota,Corolla,4dr Sdn Auto S,90774,5YFBU4EE2DP220244,8725,13300,$13900,3,N/A
2010,Toyota,Corolla,LE,72557,1NXBU4EE8AZ338860,7650,7200,N/A,1,2.8
2018,Mercedes-Benz,CLA,N/A,43007,WDDSJ4GB5JN523383,21700,23000,$23900,2,3.3
2020,Mercedes-Benz,E-Class,N/A,39710,W1KZF8DB9LA765275,35100,N/A,$33800,1,3.6
2012,Mercedes-Benz,CLS-Class,N/A,46304,WDDLJ7EB4CA027719,29000,28500,$29000,4,4.5
2015,Mercedes-Benz,SL-Class,N/A,33923,WDDJK7DA9FF032824,45300,N/A,N/A,3,4.2
2016,Mercedes-Benz,CLA,N/A,49680,WDDSJ4EB2GN288257,19050,N/A,$20000,2,4.3
2011,Mercedes-Benz,E-Class,N/A,93936,WDDHF8HB0BA392325,10500,N/A,$12900,1,4.4
2016,Mercedes-Benz,S-Class,N/A,62672,WDDUG8CB2GA238466,36100,N/A,N/A,2,4.0
2016,Mercedes-Benz,S-Class,N/A,71356,WDDUG8FB8GA235504,32700,N/A,$33355,2,4.0
2019,Mercedes-Benz,A-Class,N/A,11087,WDD3G4EB8KW031237,30800,N/A,$31200,2,4.0
2015,Mercedes-Benz,SL-Class,N/A,33923,WDDJK7DA9FF032824,45300,N/A,$43900,3,4.2
2019,Mercedes-Benz,CLA,N/A,3713,WDDSJ4GB9KN710336,30000,29800,$31000,1,4.5
2022,Mercedes-Benz,A-Class,N/A,20018,W1K3G4EB6NJ352856,35300,N/A,$38800,1,4.0
2016,Mercedes-Benz,S-Class,N/A,62672,WDDUG8CB2GA238466,36100,N/A,$36000,2,4.0
2015,Toyota,Camry,N/A,100891,4T4BF1FK2FR482012,12550,N/A,$12850,2,4
2011,Mercedes-Benz,E-Class,N/A,128184,WDDHF5GB4BA281387,7725,7600,$8000,4,4.1
2014,Mercedes-Benz,CLA-Class,N/A,87818,WDDSJ4EB6EN112390,12550,12960,$13360,2,4.3
2019,Mercedes-Benz,CLA,N/A,122528,WDDSJ4EB0KN701284,15500,N/A,$15700,3,4.1
2020,Mercedes-Benz,A-Class,N/A,41703,W1K3G4EB5LJ205912,26800,N/A,N/A,1,4.0
2020,Mercedes-Benz,A-Class,N/A,41703,W1K3G4EB5LJ205912,26800,27900,$28400,1,4.0
2013,Mercedes-Benz,E-Class,N/A,67854,WDDHF5KB1DA717753,13300,13200,$13800,2,3.9
2014,Mercedes-Benz,S-Class,N/A,81306,WDDUG8CBXEA009692,25900,N/A,$26500,2,3.7
2012,Mercedes-Benz,E-Class,N/A,65235,WDDKK5KF4CF170337,13550,N/A,$14700,5,4.0
2009,Mercedes-Benz,E-Class,N/A,74500,WDBUF56X99B376763,8075,10500,$12500,3,3.9
2017,Mercedes-Benz,E-Class,N/A,35490,WDDZF4JB9HA259899,25700,23500,$25500,2,2.7
2014,Mercedes-Benz,CLS-Class,N/A,66165,WDDLJ7DBXEA116649,21400,N/A,$22700,2,4.4
2021,Mercedes-Benz,S-Class,N/A,1412,W1K6X7GB9MA003832,174000,175000,$175000,1,4.3
2023,Mercedes-Benz,S-Class,N/A,1277,W1K6G7GB0PA169676,Not Available,N/A,N/A,1,5.0
2021,Mercedes-Benz,CLA,N/A,38467,W1K5J5BBXMN147522,35100,N/A,N/A,2,2.6
2020,Mercedes-Benz,A-Class,N/A,52694,WDD3G4FBXLW036472,26000,N/A,$32000,2,3.7
2019,Mercedes-Benz,E-Class,N/A,44235,WDDZF4JBXKA564822,32200,N/A,N/A,2,4.3
2014,Mercedes-Benz,E-Class,N/A,90599,WDDHF5KB6EA817400,13950,N/A,$14700,3,4.0
2019,Mercedes-Benz,A-Class,N/A,28781,WDD3G4FB2KW022998,29500,N/A,N/A,2,4.1
2015,Mercedes-Benz,CLA-Class,N/A,31115,WDDSJ4EB5FN193755,21400,21500,$21800,1,4.4
2018,Mercedes-Benz,E-Class,N/A,3384,WDD1K6FBXJF044103,49400,53000,N/A,2,4.9
2016,Mercedes-Benz,SL,N/A,64543,WDDJK6FA0GF041520,31500,N/A,$38000,2,3.7
2020,Mercedes-Benz,E-Class,N/A,24312,W1KZF6JB5LA841633,46200,N/A,N/A,1,4.6
2018,Toyota,Sienna,N/A,160579,5TDXZ3DC5JS915595,15650,N/A,$17500,2,4
2016,Mercedes-Benz,E-Class,N/A,57060,WDDKK6FF4GF337009,22800,N/A,$25500,2,4.7
2016,Mercedes-Benz,SL,N/A,30926,WDDJK6FA9GF041113,42000,N/A,$45500,4,4.7
2019,Mercedes-Benz,E-Class,N/A,44235,WDDZF4JBXKA564822,32200,36600,$36800,2,4.3
2020,Mercedes-Benz,CLA,N/A,30472,WDD5J4GB2LN034410,33000,N/A,$35400,1,4.4
2012,Mercedes-Benz,E-Class,N/A,78059,WDDKK7DF9CF155826,17150,20991,$20991,3,3.7
2019,Mercedes-Benz,E-Class,N/A,67289,WDDZF4JB4KA524218,27300,N/A,N/A,2,4.3
2019,Mercedes-Benz,CLA,N/A,40617,WDDSJ4EB3KN716927,23700,22500,$22500,2,3.6
2011,Toyota,Prius,N/A,112813,JTDKN3DU1B0258989,10350,10991,$10991,2,4.0
2020,Mercedes-Benz,SL,N/A,11838,W1KJK6GA6LF060193,68500,N/A,$76100,1,4.6
2019,Toyota,Camry,N/A,43495,4T1B11HK3KU262362,21800,N/A,$21700,2,4.1
2023,Mercedes-Benz,S-Class,N/A,1277,W1K6G7GB0PA169676,Not Available,121800,$122000,1,5.0
2018,Mercedes-Benz,CLA,N/A,49256,WDDSJ4EB5JN607772,21800,24700,$24900,1,4.4
2020,Mercedes-Benz,E-Class,N/A,24312,W1KZF6JB5LA841633,46200,46200,$46400,1,4.6
2020,Mercedes-Benz,A-Class,N/A,37172,W1K3G4EB1LJ201968,27700,N/A,N/A,2,4.4
2016,Mercedes-Benz,CLS,N/A,60033,WDDLJ6HBXGA177958,24300,N/A,$33200,2,3.4
2010,Mercedes-Benz,S-Class,N/A,68853,WDDNG7BB5AA328847,15500,N/A,$17995,4,4.6
2013,Mercedes-Benz,SL-Class,N/A,56160,WDDJK7DA6DF012964,33500,N/A,$38000,2,5
2015,Toyota,Prius,N/A,125321,JTDKN3DU8F0467488,12100,11960,$12360,2,4.6
2017,Mercedes-Benz,S-Class,N/A,94865,WDDUG8CB1HA296439,29900,N/A,$35000,3,4.4
2015,Mercedes-Benz,E-Class,N/A,105227,WDDHF5KB8FB088439,15050,N/A,$16000,3,3.9
2023,Mercedes-Benz,S-Class,N/A,6907,W1K6G7GB0PA179284,Not Available,N/A,$131500,1,4.8
2022,Mercedes-Benz,EQS,N/A,6376,W1KCG4EB1NA011512,86300,N/A,$110000,1,4.5
2013,Mercedes-Benz,E-Class,N/A,49106,WDDKK7DF2DF207976,22900,N/A,$29500,3,4.5
2018,Toyota,Camry,N/A,44670,4T1BZ1HK7JU506344,25400,N/A,N/A,3,4.3
2018,Mercedes-Benz,CLA,N/A,49256,WDDSJ4EB5JN607772,21800,N/A,N/A,1,4.4
2021,Toyota,Camry,N/A,38492,4T1G11AK1MU525113,23800,22000,$22000,2,3.2
2002,Mercedes-Benz,SLK-Class,N/A,58560,WDBKK49F62F254554,3925,8500,$8900,3,4.5
2017,Toyota,Camry,N/A,106312,4T1BF1FK3HU710970,13700,N/A,$15200,4,4.1
2014,Mercedes-Benz,E-Class,N/A,110489,WDDHF5KB4EA972446,12050,12300,$12500,3,4.1
2007,Mercedes-Benz,SLK-Class,N/A,39118,WDBWK56F77F151209,13000,N/A,$18500,3,4.8
2016,Toyota,Camry,N/A,97075,4T1BF1FK5GU256879,14950,N/A,$14900,3,4.5
2011,Mercedes-Benz,E-Class,N/A,40601,WDDKK7CF3BF067032,22200,N/A,$28500,2,4.3
2015,Toyota,Camry,N/A,32336,4T1BF1FK4FU048779,18850,N/A,$18200,3,4.4
2019,Toyota,Yaris,N/A,85710,3MYDLBYV0KY527017,12100,N/A,N/A,1,3.3
2004,Mercedes-Benz,SLK-Class,N/A,23226,WDBKK65F04F302179,8275,N/A,$17500,2,4.4
2016,Mercedes-Benz,C-Class,N/A,67150,55SWF4KB8GU143030,18000,N/A,$16399,2,3.9
2021,Toyota,Camry,N/A,40594,4T1C11AK5MU467523,24600,23500,$23500,2,4.3
2007,Toyota,Yaris,N/A,89323,JTDBT923871128678,4650,N/A,$6500,1,4.2
2015,Toyota,Camry,N/A,128295,4T1BF1FK7FU894050,11750,N/A,$12900,3,4.1
2015,Toyota,Yaris,N/A,97835,VNKKTUD32FA021566,8150,N/A,$10900,3,4.1
2023,Toyota,Camry,N/A,4241,4T1G11AK0PU734007,30100,N/A,N/A,1,4.1
2015,Mercedes-Benz,S-Class,N/A,29048,WDDXJ7KB1FA005607,78500,N/A,$94990,7,N/A
